GEOID20,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,HOUSING20,POP20,af_t_f,am_t_f,pm_t_f,NAME,Totalpop,Hisp,NonHisp,OneRacepop,WhiteAlone,BlackAlone,AIANalone,AsianAlone,NHPIalone,OtherRaceAlone,TwoOrMorepop,geometry,percHisp,percNonHisp,percWhite,percBlack
515400010001052,51,540,001000,1052,Block 1052,G5040,U,15724,U,S,27750,0,+38.0281967,-078.4830623,41,56,94.25773525914401,73.78269374116938,89.97921693409589,"Block 1052, Block Group 1, Census Tract 10, Charlottesville city, Virginia",51,0,51,51,50,0,0,1,0,0,0,"list(c(-78.484488, -78.484014, -78.483839, -78.483517, -78.482505, -78.481736, -78.481808, -78.482066, -78.482219, -78.482378, -78.482662, -78.482761, -78.482897, -78.483045, -78.483252, -78.483334, -78.483507, -78.484321, -78.484488, 38.028136, 38.029092, 38.029049, 38.02896, 38.028667, 38.02844, 38.028291, 38.027689, 38.027336, 38.027, 38.027313, 38.027402, 38.027503, 38.027594, 38.027697, 38.027731, 38.027802, 38.028076, 38.028136))",0,100,98.04,0
515400010001053,51,540,001000,1053,Block 1053,G5040,U,15724,U,S,1762,0,+38.0285214,-078.4765975,0,0,94.00699346205768,73.67237764246323,89.33844308292164,"Block 1053, Block Group 1, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.476792, -78.47676, -78.476716, -78.476653, -78.476556, -78.476461, -78.476251, -78.476045, -78.475982, -78.475871, -78.475672, -78.475506, -78.475411, -78.475344, -78.475276, -78.475233, -78.475426, -78.475702, -78.475804, -78.475932, -78.476119, -78.476274, -78.476434, -78.476515, -78.476596, -78.476646, -78.476678, -78.476704, -78.476777, -78.476792, 38.028375, 38.028427, 38.028496, 38.028597, 38.028716, 38.028835, 38.02899, 38.029155, 38.029195, 38.029268, 38.029392, 38.029496, 38.029572, 
38.029626, 38.029595, 38.029575, 38.029435, 38.029274, 38.029211, 38.029129, 38.028994, 38.028863, 38.028702, 38.028603, 38.028484, 38.028412, 38.028364, 38.028367, 38.028376, 38.028375))",NA,NA,NA,NA
515400010001054,51,540,001000,1054,Block 1054,G5040,U,15724,U,S,9690,0,+38.0288516,-078.4783307,3,14,94.41084590102687,74.1947653414023,89.05531734890408,"Block 1054, Block Group 1, Census Tract 10, Charlottesville city, Virginia",9,6,3,2,1,1,0,0,0,0,1,"list(c(-78.479811, -78.479611, -78.479484, -78.478864, -78.478349, -78.478276, -78.478182, -78.477976, -78.477794, -78.477636, -78.4773, -78.477121, -78.476861, -78.476656, -78.476556, -78.476653, -78.476716, -78.477962, -78.479847, -78.479811, 38.028939, 38.029336, 38.029297, 38.029082, 38.028903, 38.028889, 38.028884, 38.028909, 38.028921, 38.028921, 38.028889, 38.028851, 38.028776, 38.028728, 38.028716, 38.028597, 38.028496, 38.028639, 38.028867, 38.028939))",66.67,33.33,11.11,11.11
515400010001055,51,540,001000,1055,Block 1055,G5040,U,15724,U,S,6273,0,+38.0295730,-078.4790449,6,7,94.64055548773871,74.3980470687624,89.55225868830605,"Block 1055, Block Group 1, Census Tract 10, Charlottesville city, Virginia",7,3,4,3,1,2,0,0,0,0,1,"list(c(-78.479611, -78.479255, -78.478469, -78.478864, -78.479484, -78.479611, 38.029336, 38.030045, 38.029824, 38.029082, 38.029297, 38.029336))",42.86,57.14,14.29,28.57
515400010001056,51,540,001000,1056,Block 1056,G5040,U,15724,U,S,27735,0,+38.0282157,-078.4787778,88,110,94.483321265351,73.82702137240403,89.47053075008255,"Block 1056, Block Group 1, Census Tract 10, Charlottesville city, Virginia",102,4,98,94,86,4,0,4,0,0,4,"list(c(-78.480303, -78.479939, -78.479847, -78.477962, -78.476716, -78.47676, -78.476792, -78.476881, -78.476982, -78.477078, -78.477166, -78.477196, -78.477261, -78.477309, -78.477466, -78.477791, -78.478268, -78.478293, -78.478336, -78.478377, -78.47851, -78.478977, -78.480083, -78.480303, 38.027964, 38.028685, 38.028867, 38.028639, 38.028496, 38.028427, 38.028375, 38.028375, 38.028359, 38.028328, 38.028285, 38.028258, 38.028184, 38.028102, 38.027676, 38.027836, 38.028081, 38.028089, 38.028092, 
38.02808, 38.027935, 38.027353, 38.027866, 38.027964))",3.92,96.08,84.31,3.92
515400010001057,51,540,001000,1057,Block 1057,G5040,U,15724,U,S,11691,0,+38.0285574,-078.4807735,0,0,94.42772055079794,74.30516893435747,89.91117011176215,"Block 1057, Block Group 1, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.48152, -78.481476, -78.479847, -78.479939, -78.480303, -78.480619, -78.481284, -78.481736, -78.48152, 38.028885, 38.028987, 38.028867, 38.028685, 38.027964, 38.028085, 38.028304, 38.02844, 38.028885))",NA,NA,NA,NA
515400010001058,51,540,001000,1058,Block 1058,G5040,U,15724,U,S,3462,0,+38.0277431,-078.4773016,0,0,94.16314871651785,73.11163700648717,89.39026532854352,"Block 1058, Block Group 1, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.477792, -78.477714, -78.477686, -78.477466, -78.477309, -78.477261, -78.477196, -78.477166, -78.477078, -78.476982, -78.476881, -78.476792, -78.476822, -78.477232, -78.477461, -78.477617, -78.477641, -78.477731, -78.477792, 38.026814, 38.027037, 38.027119, 38.027676, 38.028102, 38.028184, 38.028258, 38.028285, 38.028328, 38.028359, 38.028375, 38.028375, 38.02833, 38.027646, 38.02726, 38.026996, 38.026958, 38.026784, 38.026814))",NA,NA,NA,NA
515400010001059,51,540,001000,1059,Block 1059,G5040,U,15724,U,S,2117,0,+38.0275267,-078.4772327,0,0,94.13469587053571,72.97794814336868,89.42823464529855,"Block 1059, Block Group 1, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.477731, -78.477641, -78.477617, -78.477461, -78.477232, -78.476822, -78.476792, -78.476777, -78.476704, -78.476678, -78.477002, -78.477131, -78.477349, -78.477487, -78.47762, -78.477669, -78.477731, 38.026784, 38.026958, 38.026996, 38.02726, 38.027646, 38.02833, 38.028375, 38.028376, 38.028367, 38.028364, 38.027822, 38.0276, 38.027211, 38.026942, 38.026732, 38.026755, 38.026784))",NA,NA,NA,NA
515400010001060,51,540,001000,1060,Block 1060,G5040,U,15724,U,S,10484,0,+38.0274743,-078.4781651,0,0,94.44031245891864,72.91424795297476,89.62365348522479,"Block 1060, Block Group 1, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.47851, -78.478377, -78.478336, -78.478293, -78.478268, -78.477791, -78.477466, -78.477686, -78.477714, -78.477792, -78.477935, -78.478342, -78.478977, -78.47851, 38.027935, 38.02808, 38.028092, 38.028089, 38.028081, 38.027836, 38.027676, 38.027119, 38.027037, 38.026814, 38.026882, 38.027058, 38.027353, 38.027935))",NA,NA,NA,NA
515400010002000,51,540,001000,2000,Block 2000,G5040,U,15724,U,S,2558,0,+38.0443878,-078.4773931,0,0,93.962247303554,71.5446891784668,89.12034933907645,"Block 2000, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.478427, -78.478317, -78.478168, -78.477834, -78.477678, -78.477449, -78.477233, -78.476901, -78.476627, -78.476154, -78.476209, -78.476221, -78.476776, -78.477093, -78.477337, -78.477522, -78.47775, -78.477943, -78.478159, -78.478378, -78.478481, -78.478427, 38.045266, 38.045148, 38.045006, 38.044721, 38.044598, 38.044429, 38.044285, 38.044086, 38.043934, 38.043698, 38.043645, 38.043633, 38.043912, 38.044087, 38.044236, 38.04436, 38.044527, 38.044681, 38.044867, 38.045078, 38.04519, 38.045266
))",NA,NA,NA,NA
515400010002001,51,540,001000,2001,Block 2001,G5040,U,15724,U,S,165557,0,+38.0413659,-078.4794203,93,137,94.03617058146035,71.69700150504212,88.07533337457663,"Block 2001, Block Group 2, Census Tract 10, Charlottesville city, Virginia",125,6,119,119,100,9,0,10,0,0,0,"list(c(-78.483626, -78.482998, -78.482689, -78.482439, -78.481473, -78.481158, -78.480873, -78.480718, -78.480634, -78.478481, -78.478378, -78.478159, -78.477943, -78.47775, -78.477829, -78.478098, -78.478313, -78.478441, -78.478621, -78.478721, -78.478804, -78.478856, -78.478888, -78.478917, -78.478959, -78.479077, -78.479139, -78.479206, -78.479228, -78.479406, -78.479424, -78.479424, -78.479411, -78.479381, -78.47928, -78.479223, -78.479163, -78.479029, -78.478872, -78.478803, -78.478738, -78.478673, 
-78.478579, -78.478527, -78.478455, -78.478403, -78.47834, -78.477651, -78.47721, -78.477018, -78.476815, -78.476405, -78.476245, -78.476227, -78.476211, -78.476215, -78.476236, -78.476331, -78.476393, -78.476403, -78.476394, -78.476367, -78.476221, -78.475919, -78.475739, -78.475566, -78.475483, -78.475117, -78.475041, -78.474946, -78.475086, -78.476211, -78.476658, -78.47679, -78.476868, -78.476952, -78.477038, -78.477151, -78.47724, -78.477343, -78.477436, -78.477515, -78.477571, -78.477649, -78.477833, 
-78.477919, -78.478049, -78.478136, -78.478252, -78.478374, -78.478498, -78.478641, -78.478757, -78.478866, -78.478967, -78.479109, -78.479249, -78.479401, -78.479477, -78.479557, -78.479637, -78.479713, -78.479768, -78.479816, -78.480082, -78.480463, -78.481308, -78.481412, -78.481874, -78.48203, -78.482831, -78.483578, -78.483626, 38.038253, 38.038976, 38.039413, 38.039756, 38.041048, 38.041471, 38.041866, 38.042081, 38.042197, 38.04519, 38.045078, 38.044867, 38.044681, 38.044527, 38.044436, 38.044101, 
38.043839, 38.043673, 38.043439, 38.043319, 38.043192, 38.043097, 38.042971, 38.04293, 38.042899, 38.04285, 38.042813, 38.042756, 38.04273, 38.042475, 38.042423, 38.042368, 38.042326, 38.042277, 38.042177, 38.042131, 38.042102, 38.042072, 38.042049, 38.042055, 38.042076, 38.042117, 38.042227, 38.042319, 38.042504, 38.042602, 38.042695, 38.042355, 38.042129, 38.042023, 38.042263, 38.042761, 38.042948, 38.042976, 38.043026, 38.043078, 38.043127, 38.043242, 38.043331, 38.043385, 38.043438, 38.043488, 
38.043633, 38.043482, 38.043378, 38.043268, 38.04321, 38.042899, 38.042839, 38.042749, 38.042637, 38.041745, 38.041382, 38.041266, 38.041169, 38.041041, 38.040868, 38.040838, 38.040804, 38.040751, 38.040687, 38.040613, 38.040571, 38.040515, 38.040399, 38.040351, 38.040282, 38.040243, 38.040207, 38.040186, 38.040179, 38.040191, 38.040216, 38.040255, 38.040307, 38.04041, 38.040501, 38.040578, 38.040599, 38.040605, 38.040598, 38.040576, 38.04055, 38.040516, 38.040273, 38.039913, 38.039116, 38.039018, 
38.038582, 38.038435, 38.037679, 38.038221, 38.038253))",4.8,95.2,80,7.2
515400010002002,51,540,001000,2002,Block 2002,G5040,U,15724,U,S,6278,0,+38.0424848,-078.4789038,6,12,94.20379197597504,71.94490373134613,87.66902446746826,"Block 2002, Block Group 2, Census Tract 10, Charlottesville city, Virginia",11,0,11,10,10,0,0,0,0,0,1,"list(c(-78.479424, -78.479406, -78.479228, -78.479206, -78.479139, -78.479077, -78.478959, -78.478917, -78.478888, -78.47834, -78.478403, -78.478455, -78.478527, -78.478579, -78.478673, -78.478738, -78.478803, -78.478872, -78.479029, -78.479163, -78.479223, -78.47928, -78.479381, -78.479411, -78.479424, -78.479424, 38.042423, 38.042475, 38.04273, 38.042756, 38.042813, 38.04285, 38.042899, 38.04293, 38.042971, 38.042695, 38.042602, 38.042504, 38.042319, 38.042227, 38.042117, 38.042076, 38.042055, 
38.042049, 38.042072, 38.042102, 38.042131, 38.042177, 38.042277, 38.042326, 38.042368, 38.042423))",0,100,90.91,0
515400010002003,51,540,001000,2003,Block 2003,G5040,U,15724,U,S,37038,0,+38.0432406,-078.4774663,0,0,93.9244252342619,71.44703875965253,87.85412344036051,"Block 2003, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.478856, -78.478804, -78.478721, -78.478621, -78.478441, -78.478313, -78.478098, -78.477829, -78.47775, -78.477522, -78.477337, -78.477093, -78.476776, -78.476221, -78.476367, -78.476394, -78.476403, -78.476393, -78.476331, -78.476236, -78.476215, -78.476211, -78.476227, -78.476245, -78.476405, -78.476815, -78.477018, -78.47721, -78.477651, -78.47834, -78.478888, -78.478856, 38.043097, 38.043192, 38.043319, 38.043439, 38.043673, 38.043839, 38.044101, 38.044436, 38.044527, 38.04436, 38.044236, 
38.044087, 38.043912, 38.043633, 38.043488, 38.043438, 38.043385, 38.043331, 38.043242, 38.043127, 38.043078, 38.043026, 38.042976, 38.042948, 38.042761, 38.042263, 38.042023, 38.042129, 38.042355, 38.042695, 38.042971, 38.043097))",NA,NA,NA,NA
515400010002004,51,540,001000,2004,Block 2004,G5040,U,15724,U,S,1698,0,+38.0432282,-078.4754611,0,0,94.17885413536659,71.83336639404297,88.42882655217097,"Block 2004, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.476209, -78.476154, -78.475859, -78.475583, -78.475505, -78.475335, -78.475105, -78.474974, -78.474844, -78.474946, -78.475041, -78.475117, -78.475483, -78.475566, -78.475739, -78.475919, -78.476221, -78.476209, 38.043645, 38.043698, 38.043556, 38.043403, 38.043356, 38.04324, 38.043065, 38.042956, 38.04283, 38.042749, 38.042839, 38.042899, 38.04321, 38.043268, 38.043378, 38.043482, 38.043633, 38.043645))",NA,NA,NA,NA
515400010002005,51,540,001000,2005,Block 2005,G5040,U,15724,U,S,3725,0,+38.0425316,-078.4745701,0,0,94.2805916922433,71.99275796072824,88.13538709368025,"Block 2005, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.474844, -78.474576, -78.474523, -78.473947, -78.47364, -78.473443, -78.473258, -78.473209, -78.473055, -78.47281, -78.471936, -78.472022, -78.47305, -78.473294, -78.473693, -78.474042, -78.474309, -78.474388, -78.474621, -78.474658, -78.474946, -78.474844, 38.04283, 38.04256, 38.042504, 38.041898, 38.041619, 38.041454, 38.041315, 38.041279, 38.041174, 38.041022, 38.040493, 38.04044, 38.041068, 38.041237, 38.041541, 38.041836, 38.04209, 38.042175, 38.042422, 38.042461, 38.042749, 38.04283
))",NA,NA,NA,NA
515400010002006,51,540,001000,2006,Block 2006,G5040,U,15724,U,S,195129,0,+38.0395167,-078.4755053,66,130,93.7611546901988,71.62928578309418,87.05532295750254,"Block 2006, Block Group 2, Census Tract 10, Charlottesville city, Virginia",101,1,100,96,84,0,0,11,0,1,4,"list(c(-78.478159, -78.478007, -78.477832, -78.477758, -78.477581, -78.477382, -78.47729, -78.47724, -78.477193, -78.477115, -78.477109, -78.477038, -78.476952, -78.476868, -78.47679, -78.476658, -78.476211, -78.475086, -78.474946, -78.474658, -78.474621, -78.474388, -78.474309, -78.474042, -78.473693, -78.473294, -78.47305, -78.472022, -78.47224, -78.472427, -78.472636, -78.472832, -78.472968, -78.473113, -78.473964, -78.474098, -78.474235, -78.474332, -78.474451, -78.474629, -78.474701, -78.474846, 
-78.475032, -78.475203, -78.475251, -78.4772, -78.477543, -78.477429, -78.477334, -78.477154, -78.477276, -78.477424, -78.477536, -78.477642, -78.477785, -78.477886, -78.477957, -78.478017, -78.478081, -78.478148, -78.478224, -78.478159, 38.038613, 38.038879, 38.039147, 38.039252, 38.039471, 38.039746, 38.039902, 38.040017, 38.04016, 38.040479, 38.04051, 38.040868, 38.041041, 38.041169, 38.041266, 38.041382, 38.041745, 38.042637, 38.042749, 38.042461, 38.042422, 38.042175, 38.04209, 38.041836, 38.041541, 
38.041237, 38.041068, 38.04044, 38.040307, 38.040196, 38.040057, 38.039906, 38.039786, 38.039655, 38.038853, 38.038729, 38.038577, 38.038441, 38.038239, 38.037937, 38.037804, 38.037515, 38.037098, 38.036668, 38.036524, 38.036761, 38.036721, 38.036814, 38.036907, 38.037101, 38.037141, 38.037203, 38.037262, 38.037327, 38.037437, 38.037538, 38.037624, 38.037716, 38.037867, 38.038314, 38.038512, 38.038613))",0.99,99.01,83.17,0
515400010002007,51,540,001000,2007,Block 2007,G5040,U,15724,U,S,157986,0,+38.0360455,-078.4809403,171,219,93.66971661438683,72.08255611569179,88.19739963613479,"Block 2007, Block Group 2, Census Tract 10, Charlottesville city, Virginia",213,7,206,195,176,6,0,12,0,1,11,"list(c(-78.484858, -78.484145, -78.482296, -78.482226, -78.48117, -78.480731, -78.480396, -78.479202, -78.478886, -78.477784, -78.477691, -78.477649, -78.477571, -78.477515, -78.477436, -78.477343, -78.47724, -78.477151, -78.477038, -78.477109, -78.477115, -78.477193, -78.47724, -78.47729, -78.477382, -78.477581, -78.477758, -78.477832, -78.478007, -78.478159, -78.478224, -78.478148, -78.478081, -78.478404, -78.478715, -78.478734, -78.478936, -78.479085, -78.479193, -78.479302, -78.479397, -78.479453, 
-78.479487, -78.479306, -78.478972, -78.479059, -78.479098, -78.479274, -78.479432, -78.479629, -78.479735, -78.479955, -78.480025, -78.480158, -78.480295, -78.480422, -78.480588, -78.480805, -78.481313, -78.48134, -78.481361, -78.481493, -78.481632, -78.4817, -78.481769, -78.481896, -78.482016, -78.482129, -78.482244, -78.482353, -78.482474, -78.482598, -78.482722, -78.483328, -78.483353, -78.483387, -78.483494, -78.483618, -78.483717, -78.483899, -78.484378, -78.484601, -78.484858, 38.034523, 38.035047, 
38.036102, 38.036148, 38.036991, 38.037343, 38.037611, 38.038743, 38.039044, 38.040287, 38.040412, 38.040515, 38.040571, 38.040613, 38.040687, 38.040751, 38.040804, 38.040838, 38.040868, 38.04051, 38.040479, 38.04016, 38.040017, 38.039902, 38.039746, 38.039471, 38.039252, 38.039147, 38.038879, 38.038613, 38.038512, 38.038314, 38.037867, 38.037935, 38.037926, 38.037908, 38.037736, 38.037595, 38.037468, 38.037306, 38.037041, 38.036859, 38.036786, 38.03649, 38.036158, 38.036033, 38.035959, 38.035551, 
38.035234, 38.034816, 38.034597, 38.034144, 38.034165, 38.034193, 38.034207, 38.034228, 38.034276, 38.034341, 38.034493, 38.03449, 38.034477, 38.034255, 38.033957, 38.033845, 38.033706, 38.03345, 38.033489, 38.033514, 38.033524, 38.03352, 38.0335, 38.033462, 38.033422, 38.033224, 38.033275, 38.033329, 38.033459, 38.033585, 38.033672, 38.033808, 38.034131, 38.034301, 38.034523))",3.29,96.71,82.63,2.82
515400010002008,51,540,001000,2008,Block 2008,G5040,U,15724,U,S,13220,0,+38.0352056,-078.4790044,20,28,93.57769809808946,71.394004534958,87.75069576636292,"Block 2008, Block Group 2, Census Tract 10, Charlottesville city, Virginia",24,0,24,21,21,0,0,0,0,0,3,"list(c(-78.479629, -78.479432, -78.479274, -78.479098, -78.479059, -78.478972, -78.478296, -78.478368, -78.478474, -78.478506, -78.478589, -78.479003, -78.479432, -78.479735, -78.479629, 38.034816, 38.035234, 38.035551, 38.035959, 38.036033, 38.036158, 38.035766, 38.035613, 38.035351, 38.035281, 38.035122, 38.034287, 38.034468, 38.034597, 38.034816))",0,100,87.5,0
515400010002009,51,540,001000,2009,Block 2009,G5040,U,15724,U,S,27317,0,+38.0369424,-078.4784621,32,65,93.58491427334872,71.70015297629617,87.286421924937855,"Block 2009, Block Group 2, Census Tract 10, Charlottesville city, Virginia",56,2,54,48,45,0,0,0,0,3,6,"list(c(-78.479453, -78.479397, -78.479302, -78.479193, -78.479085, -78.478936, -78.478734, -78.478715, -78.478404, -78.478081, -78.478017, -78.477957, -78.477886, -78.477785, -78.477642, -78.477536, -78.477424, -78.477276, -78.477154, -78.477334, -78.477429, -78.477543, -78.477645, -78.477708, -78.477797, -78.477892, -78.477952, -78.478082, -78.478224, -78.478296, -78.478972, -78.479306, -78.479487, -78.479453, 38.036859, 38.037041, 38.037306, 38.037468, 38.037595, 38.037736, 38.037908, 38.037926, 
38.037935, 38.037867, 38.037716, 38.037624, 38.037538, 38.037437, 38.037327, 38.037262, 38.037203, 38.037141, 38.037101, 38.036907, 38.036814, 38.036721, 38.036692, 38.036665, 38.036606, 38.036516, 38.036434, 38.036167, 38.035904, 38.035766, 38.036158, 38.03649, 38.036786, 38.036859))",3.57,96.43,80.36,0
515400010002010,51,540,001000,2010,Block 2010,G5040,U,15724,U,S,1885,0,+38.0341279,-078.4808204,31,35,93.78104782104492,71.89499855041504,88.11894454956055,"Block 2010, Block Group 2, Census Tract 10, Charlottesville city, Virginia",33,0,33,32,29,2,0,1,0,0,1,"list(c(-78.481115, -78.481096, -78.481058, -78.481009, -78.48096, -78.480906, -78.480805, -78.480588, -78.480556, -78.480535, -78.480532, -78.480547, -78.48058, -78.480627, -78.480698, -78.480763, -78.480845, -78.480918, -78.480962, -78.481016, -78.481067, -78.481108, -78.481115, 38.034158, 38.034211, 38.034258, 38.034294, 38.034319, 38.034334, 38.034341, 38.034276, 38.034227, 38.034173, 38.034117, 38.034062, 38.034011, 38.033969, 38.033932, 38.033914, 38.03391, 38.033924, 38.033941, 38.033975, 38.034031, 
38.034103, 38.034158))",0,100,87.88,6.06
515400010002011,51,540,001000,2011,Block 2011,G5040,U,15724,U,S,6711,0,+38.0338352,-078.4813620,20,29,93.85678282780434,72.43579784791861,88.70551334210296,"Block 2011, Block Group 2, Census Tract 10, Charlottesville city, Virginia",29,3,26,26,24,0,0,2,0,0,0,"list(c(-78.481769, -78.4817, -78.481632, -78.481493, -78.481361, -78.48134, -78.481313, -78.480805, -78.480906, -78.48096, -78.481009, -78.481058, -78.481096, -78.481115, -78.481108, -78.481067, -78.481016, -78.480962, -78.480918, -78.480956, -78.48126, -78.481896, -78.481769, 38.033706, 38.033845, 38.033957, 38.034255, 38.034477, 38.03449, 38.034493, 38.034341, 38.034334, 38.034319, 38.034294, 38.034258, 38.034211, 38.034158, 38.034103, 38.034031, 38.033975, 38.033941, 38.033924, 38.033841, 38.033241, 
38.03345, 38.033706))",10.34,89.66,82.76,0
515400010002012,51,540,001000,2012,Block 2012,G5040,U,15724,U,S,119700,0,+38.0377767,-078.4815663,0,0,94.139571292315,72.17276230303077,89.15618503262459,"Block 2012, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.485303, -78.484995, -78.484394, -78.484086, -78.483831, -78.483494, -78.483122, -78.483064, -78.483028, -78.482983, -78.482841, -78.482831, -78.482851, -78.483542, -78.482831, -78.48203, -78.481874, -78.481412, -78.481308, -78.480463, -78.480082, -78.479816, -78.479768, -78.479713, -78.479637, -78.479557, -78.479477, -78.479401, -78.479249, -78.479109, -78.478967, -78.478866, -78.478757, -78.478641, -78.478498, -78.478374, -78.478252, -78.478136, -78.478049, -78.477919, -78.477833, -78.477649, 
-78.477691, -78.477784, -78.478886, -78.479202, -78.480396, -78.480731, -78.48117, -78.482226, -78.482296, -78.484145, -78.484858, -78.48509, -78.485296, -78.485557, -78.485303, 38.035344, 38.035639, 38.036214, 38.036505, 38.036743, 38.036535, 38.036295, 38.036292, 38.0363, 38.036328, 38.036474, 38.036496, 38.03653, 38.037014, 38.037679, 38.038435, 38.038582, 38.039018, 38.039116, 38.039913, 38.040273, 38.040516, 38.04055, 38.040576, 38.040598, 38.040605, 38.040599, 38.040578, 38.040501, 38.04041, 
38.040307, 38.040255, 38.040216, 38.040191, 38.040179, 38.040186, 38.040207, 38.040243, 38.040282, 38.040351, 38.040399, 38.040515, 38.040412, 38.040287, 38.039044, 38.038743, 38.037611, 38.037343, 38.036991, 38.036148, 38.036102, 38.035047, 38.034523, 38.034734, 38.034906, 38.035105, 38.035344))",NA,NA,NA,NA
515400010002013,51,540,001000,2013,Block 2013,G5040,U,15724,U,S,9471,0,+38.0376307,-078.4836019,0,0,93.66784611752159,72.22484516344572,88.96373548005757,"Block 2013, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.483626, -78.483578, -78.482831, -78.483542, -78.484391, -78.483626, 38.038253, 38.038221, 38.037679, 38.037014, 38.037572, 38.038253))",NA,NA,NA,NA
515400010002014,51,540,001000,2014,Block 2014,G5040,U,15724,U,S,3160,0,+38.0366363,-078.4833201,0,0,93.8252022266388,72.19188594818115,89.20815110206604,"Block 2014, Block Group 2, Census Tract 10, Charlottesville city, Virginia",0,0,0,0,0,0,0,0,0,0,0,"list(c(-78.483542, -78.482851, -78.482831, -78.482841, -78.482983, -78.483028, -78.483064, -78.483122, -78.483494, -78.483831, -78.483542, 38.037014, 38.03653, 38.036496, 38.036474, 38.036328, 38.0363, 38.036292, 38.036295, 38.036535, 38.036743, 38.037014))",NA,NA,NA,NA
515400010002015,51,540,001000,2015,Block 2015,G5040,U,15724,U,S,13394,0,+38.0336654,-078.4797512,23,33,93.53439587265697,71.86745259299207,87.77925946819248,"Block 2015, Block Group 2, Census Tract 10, Charlottesville city, Virginia",27,0,27,27,27,0,0,0,0,0,0,"list(c(-78.480107, -78.479955, -78.479735, -78.479432, -78.479003, -78.479177, -78.479483, -78.479731, -78.480509, -78.480107, 38.033845, 38.034144, 38.034597, 38.034468, 38.034287, 38.033936, 38.0333, 38.032769, 38.033011, 38.033845))",0,100,100,0
515400010002016,51,540,001000,2016,Block 2016,G5040,U,15724,U,S,13175,0,+38.0334043,-078.4789821,8,14,93.72994434472287,72.1344477335612,88.0666129950321,"Block 2016, Block Group 2, Census Tract 10, Charlottesville city, Virginia",8,1,7,5,3,0,0,2,0,0,2,"list(c(-78.479483, -78.479177, -78.479003, -78.478711, -78.478345, -78.478221, -78.478315, -78.478639, -78.478911, -78.478954, -78.479731, -78.479483, 38.0333, 38.033936, 38.034287, 38.034183, 38.034054, 38.034014, 38.033845, 38.033177, 38.032631, 38.032532, 38.032769, 38.0333))",12.5,87.5,37.5,0
515400010002017,51,540,001000,2017,Block 2017,G5040,U,15724,U,S,7952,0,+38.0346258,-078.4784240,13,21,93.8308913230896,71.50029993057251,88.05495538711548,"Block 2017, Block Group 2, Census Tract 10, Charlottesville city, Virginia",21,0,21,21,21,0,0,0,0,0,0,"list(c(-78.479003, -78.478589, -78.478506, -78.478474, -78.478355, -78.478197, -78.478139, -78.478082, -78.478041, -78.478009, -78.477991, -78.477991, -78.478008, -78.478121, -78.478221, -78.478345, -78.478711, -78.479003, 38.034287, 38.035122, 38.035281, 38.035351, 38.035281, 38.035172, 38.035112, 38.035031, 38.034942, 38.034841, 38.034735, 38.034628, 38.034522, 38.034208, 38.034014, 38.034054, 38.034183, 38.034287))",0,100,100,0
